distributed_link,beauty_count,sports_count,society_count,control_society_count
https://www.tiktok.com/@_giannalove/video/7325171122000055598,7,7,7,7
https://www.tiktok.com/@_jessvu/video/7351058065128541470,7,7,7,7
https://www.tiktok.com/@acarusbeauty/video/7329622096005319982,7,7,7,7
https://www.tiktok.com/@adamesderick/video/7341151587798125867,7,7,7,7
https://www.tiktok.com/@alexbabii97/video/7328073960015351086,7,7,7,6
https://www.tiktok.com/@allman289/video/7351316418132036906,7,7,7,7
https://www.tiktok.com/@americafirst617/video/7353404576638242090,7,7,7,7
https://www.tiktok.com/@ausopen/video/7328666215214288129?q=tennis&t=1713314283271,7,7,7,7
https://www.tiktok.com/@avery22w/video/7322217259160620331,7,7,1,7
https://www.tiktok.com/@ayesebastien/video/7343001838003768618,7,7,7,7
https://www.tiktok.com/@aylennpark/video/7288851506059660590?q=k%20beauty&t=1713318136917,7,7,7,6
https://www.tiktok.com/@bayashi.tiktok/video/7335958548041583880,7,7,0,7
https://www.tiktok.com/@brendaa.chan/video/7321883005050719534,7,7,7,7
https://www.tiktok.com/@brfootball/video/7341916431719714080,7,7,7,7
https://www.tiktok.com/@briantylercohen/video/7350330174883335466?q=fox%20news&t=1713312473138,0,0,0,0
https://www.tiktok.com/@butternutbakery/video/7321877936989146414,7,7,7,7
https://www.tiktok.com/@callieguerra/video/7336767612707261738,7,7,7,7
https://www.tiktok.com/@cassidywilliamsnews/video/7356743717237312814,2,7,7,7
https://www.tiktok.com/@cecilybauchmann/video/7344182211605876014,0,7,4,7
https://www.tiktok.com/@ceeposts/video/7327423854966557998,7,7,7,7
https://www.tiktok.com/@chabewhite/video/7355180110460374278,7,7,7,7
https://www.tiktok.com/@charminglyfrugal/video/7347818606912146730,5,7,7,4
https://www.tiktok.com/@chhloekim/video/7353865845061258513,7,7,7,7
https://www.tiktok.com/@clilfsbff/video/7355669409454902574,7,7,7,7
https://www.tiktok.com/@cnn/video/7356004064121015598?q=cnn&t=1713312454818,0,0,0,0
https://www.tiktok.com/@davidsonboswell/video/7351474612892470571,3,7,7,7
https://www.tiktok.com/@edwardzo/video/7349664900228091167?q=newest%20k%20beauty&t=1713318108795,7,7,7,7
https://www.tiktok.com/@elroyredbeard/video/7327815341093031210,7,7,7,7
https://www.tiktok.com/@evilnetik/video/7328399559120424235,7,7,7,7
https://www.tiktok.com/@fanniemiller1965/video/7349715155153931551,0,0,0,0
https://www.tiktok.com/@footballcr99/video/7332910661657365806,7,7,7,7
https://www.tiktok.com/@fruit_premium1/video/7344054163388517664,7,7,7,7
https://www.tiktok.com/@genipool14/video/7328111534331202817,5,7,7,7
https://www.tiktok.com/@gordonramsayofficial/video/7341108653442829601,7,7,7,7
https://www.tiktok.com/@gordonramsayofficial/video/7353691202740423969,7,5,2,7
https://www.tiktok.com/@hustlegod510/video/7328810190785056046,7,7,7,7
https://www.tiktok.com/@imanalidib/video/7337448931418180906,3,7,7,7
https://www.tiktok.com/@isabellacjansen/video/7348616841389968686,7,7,6,7
https://www.tiktok.com/@jenneipher/video/7326954352466349355,1,7,0,7
https://www.tiktok.com/@juliaperfetto/video/7341874535274138886,7,7,7,4
https://www.tiktok.com/@kagan_dunlap/video/7329273345134939434,7,7,7,7
https://www.tiktok.com/@kahlilgreene/video/7339963987880299822,0,0,0,0
https://www.tiktok.com/@kaivaugha/video/7322185040853617921,7,7,5,5
https://www.tiktok.com/@kbootyjenny/video/7322216236874616071,7,7,7,7
https://www.tiktok.com/@khaby.lame/video/7333713465917328672,2,7,7,7
https://www.tiktok.com/@kittyfoodie/video/7345990151597821226,7,7,7,7
https://www.tiktok.com/@leah.givestipss/video/7238391829421395243?q=workout&t=1713313864755,0,7,7,7
https://www.tiktok.com/@lucia.mikusova/video/7308812062598237473?q=workout&t=1713313864755,7,7,5,7
https://www.tiktok.com/@lucymakes_/video/7348162190538542379,7,7,7,7
https://www.tiktok.com/@marissa.lubeck/video/7343439600372829483,3,7,7,7
https://www.tiktok.com/@meganmota/video/7356393174585052458,2,7,7,4
https://www.tiktok.com/@meme._.galaxy/video/7334316740840574240,7,7,7,7
https://www.tiktok.com/@memebrzi/video/7330299774677110049,2,7,2,5
https://www.tiktok.com/@minhanhhh_3/video/7321696277274610990,0,0,7,7
https://www.tiktok.com/@minibakerychannel/video/7349770550111423790,7,7,7,7
https://www.tiktok.com/@mitchell.sheehan/video/7337118243460533547,2,7,7,7
https://www.tiktok.com/@msnbc/video/7358538332013366570?q=fox%20news&t=1713312473138,7,7,5,7
https://www.tiktok.com/@naraazizasmith/video/7349646353267576107,7,7,6,7
https://www.tiktok.com/@natviolette/video/7325175869620817198,0,0,0,0
https://www.tiktok.com/@ndgojordy/video/7329567296127601966,7,7,7,7
https://www.tiktok.com/@nickshirleyy/video/7345604222190390574,7,7,7,7
https://www.tiktok.com/@nicoleisgod/video/7324389475226799402,7,7,7,3
https://www.tiktok.com/@nyxnyc/video/7334389380666150187,7,7,7,7
https://www.tiktok.com/@onlyinindia_/video/7344410320183627050,7,7,4,7
https://www.tiktok.com/@overtimeboxing/video/7324472966975196458,7,7,7,5
https://www.tiktok.com/@phsbenji/video/7333325402301123883,7,7,7,7
https://www.tiktok.com/@raftzbasketballeditz1/video/7342132710942493958,7,7,7,7
https://www.tiktok.com/@royal..tee/video/7332843670607170862,7,0,7,7
https://www.tiktok.com/@sadieemckennaa/video/7330031760375352582,7,7,7,7
https://www.tiktok.com/@sailorkinsley/video/7328128899236384031,2,1,3,2
https://www.tiktok.com/@sarastreetfood/video/7325818979757411616,7,7,5,3
https://www.tiktok.com/@shazabfarooqui/video/7334095065071029547,7,7,7,7
https://www.tiktok.com/@shereeneidriss/video/7343021997191941418,0,7,7,7
https://www.tiktok.com/@shereeneidriss/video/7356039120021376302,7,7,7,7
https://www.tiktok.com/@shhhhimeating/video/7335151140415311146,7,7,7,7
https://www.tiktok.com/@songofskin/video/7322451384014507307?q=korean%20skincare&t=1713318053671,7,7,7,7
https://www.tiktok.com/@sophiesophss/video/7356733416546602282,2,7,7,7
https://www.tiktok.com/@spartanpuckpht/video/7326204935874350378,7,7,7,4
https://www.tiktok.com/@storytoknow13/video/7349268064854117664,6,7,7,7
https://www.tiktok.com/@taylerfit/video/7287664074081586438?q=workout&t=1713313864755,7,7,7,7
https://www.tiktok.com/@taylorhartmann_hair/video/7322303826210458922,7,7,7,7
https://www.tiktok.com/@thatfoodielyss/video/7323797404011089198,7,7,7,7
https://www.tiktok.com/@the_inconvenient_truth88/video/7357026311220612394,1,7,7,7
https://www.tiktok.com/@thefitmamalife/video/7328925121014500650?q=workout&t=1713313864755,7,7,7,7
https://www.tiktok.com/@theglowupsgal/video/7339696804839165227,5,7,7,0
https://www.tiktok.com/@themaybeseanc/video/7325472083813666091,7,7,6,1
https://www.tiktok.com/@theunexpectedspy/video/7346342355999460639,4,7,5,3
https://www.tiktok.com/@tndtok/video/7343390993674177838,7,7,7,7
https://www.tiktok.com/@tpendergrass23/video/7354818318777306414,7,7,7,7
https://www.tiktok.com/@trackvortex/video/7350367044488957214,1,7,7,7
https://www.tiktok.com/@truecrimerecaps/video/7351505891239251242,7,3,0,1
https://www.tiktok.com/@tufutbolfavorito/video/7343826274500021546,0,0,0,0
https://www.tiktok.com/@underthedesknews/video/7355878522696600874,7,7,7,7
https://www.tiktok.com/@user7282247529/video/7356325315381153066,0,0,0,0
https://www.tiktok.com/@wffnews/video/7327397121571835178,7,6,7,5
https://www.tiktok.com/@whitneyysimmons/video/7324808052903873834,7,7,7,3
https://www.tiktok.com/@y0mads/video/7323968997601611054,7,7,7,7
https://www.tiktok.com/@yourfavoriteguy/video/7337028694449458474,4,7,7,7
https://www.tiktok.com/@zambriiy/video/7324528286183345454,7,7,7,7
https://www.tiktok.com/@zion1edit/video/7326072711598361888,7,7,3,5
